solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
4395,373.53,8.51,14.85,6.29,5.3
4386,376.89,8.29,14.72,6.22,5.29
4398,371.45,8.45,14.68,6.26,5.31
4365,374.85,8.26,14.58,6.15,5.28
4353,368.18,8.39,14.74,6.26,5.35
