solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
4289,292.89,9.78,15.43,6.2,5.3
4250,294.37,9.75,15.28,6.19,5.19
4277,292.63,9.52,15.14,6.15,5.23
4263,292.87,9.43,15.04,6.11,5.17
4290,292.36,10.0,15.66,6.15,5.23
