solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
4379,434.75,8.21,14.58,6.27,5.23
4473,435.27,8.24,14.65,6.3,5.27
4394,433.52,8.26,14.53,6.26,5.28
4426,442.27,8.02,14.43,6.26,5.33
4453,440.55,7.99,14.46,6.3,5.25
