solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
4511,495.71,7.95,14.35,6.44,5.41
4496,496.84,8.19,14.69,6.29,5.32
4531,494.27,8.28,14.81,6.55,5.47
4518,492.61,8.49,15.06,6.46,5.43
4492,495.52,7.87,14.35,6.32,5.34
