solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
809,2.94,17.27,15.74,4.59,3.99
819,2.92,16.38,15.49,4.59,4.03
805,2.96,16.42,15.88,4.51,4.0
809,2.98,15.43,14.66,4.44,3.94
756,3.53,15.1,14.26,4.23,3.89
