solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
2962,43.35,13.44,16.29,5.23,4.59
3015,42.54,13.79,16.44,5.23,4.49
2953,43.25,13.55,16.23,5.21,4.42
2973,41.86,14.09,16.79,5.19,4.49
2973,40.94,14.31,16.91,5.19,4.52
