solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
3998,220.08,9.6,14.99,5.85,4.97
4120,219.06,9.99,15.37,6.0,5.16
4109,221.7,9.79,15.27,5.96,5.1
4012,219.93,9.72,15.18,5.79,4.95
4093,218.06,10.29,15.69,5.98,5.12
