solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
4463,464.2,8.07,14.45,6.26,5.26
4372,470.89,7.98,14.29,6.18,5.28
4461,490.48,8.41,14.81,6.36,5.32
4481,442.6,8.22,14.65,6.36,5.34
4427,444.02,8.36,14.88,6.27,5.28
4450,439.23,8.18,14.58,6.33,5.28
