solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
3035,47.04,12.92,16.09,5.22,4.54
3056,47.9,12.7,16.02,5.22,4.55
2991,44.96,13.25,15.98,5.24,4.46
2997,48.18,13.01,16.33,5.16,4.43
3060,46.8,14.05,17.01,5.38,4.57
