solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
4428,404.15,8.82,14.75,6.31,5.31
4296,430.92,8.35,14.46,6.22,5.24
4393,402.75,8.81,14.8,6.23,5.34
4371,309.67,8.38,14.52,6.21,5.28
4375,307.68,8.79,14.96,6.22,5.26
