solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
2051,17.26,15.8,16.74,4.93,4.27
2012,17.4,15.0,16.6,4.86,4.23
2024,18.06,14.37,16.1,4.75,4.19
2024,17.48,14.95,16.33,5.04,4.31
2059,16.57,14.23,15.88,4.72,4.32
