solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
2821,32.1,13.72,16.22,5.27,4.62
2953,32.58,13.55,16.45,5.25,4.6
3026,34.72,13.97,16.61,5.27,4.62
2939,33.4,13.83,16.52,5.23,4.62
2939,37.74,14.43,16.74,5.27,4.53
