solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
3643,90.75,11.76,16.08,5.52,4.81
3750,91.79,11.61,16.24,5.69,4.91
3614,91.74,11.4,15.89,5.54,4.73
3661,90.75,11.44,15.77,5.7,4.91
3768,90.83,11.87,16.1,5.76,4.89
