solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
3203,45.95,13.8,16.4,5.36,4.55
3163,47.15,13.9,16.84,5.25,4.59
3059,49.47,13.82,16.74,5.27,4.57
3106,47.86,13.56,16.68,5.24,4.55
3074,45.95,13.03,16.26,5.23,4.59
