solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
2399,23.71,14.07,16.17,4.97,4.33
2432,22.5,14.44,16.45,5.04,4.34
2612,23.14,15.06,16.98,5.32,4.57
2321,24.4,13.59,16.11,4.82,4.36
2428,22.39,15.19,17.25,5.05,4.45
