solutions,execution_t,fitness_mean,fitness_std,met_mean,met_std
3312,61.04,12.47,16.23,5.37,4.71
3420,61.15,12.83,16.52,5.49,4.73
3264,61.1,12.79,16.56,5.24,4.52
3376,61.51,12.45,16.19,5.45,4.69
3439,60.82,13.08,16.44,5.52,4.74
