sols_found,runtime_mean,fitness_mean,fitness_std,met_mean,met_std,dur_mean,dur_std,count_mean,count_std
458,5034.27,19.28,16.24,4.79,5.13,238.31,250.49,1.87,1.22
468,5257.62,19.8,16.66,4.58,4.99,224.43,241.17,1.77,1.3
436,3796.62,20.28,16.13,4.72,5.07,228.35,247.83,1.9,1.34
516,5062.55,19.62,17.13,4.72,4.87,222.88,242.01,1.69,1.23
431,3752.96,20.31,17.74,4.52,4.77,220.97,240.32,1.9,1.29
