sols_found,runtime_mean,fitness_mean,fitness_std,met_mean,met_std,dur_mean,dur_std,count_mean,count_std
527,4992.46,19.33,16.61,4.69,4.96,218.72,240.11,1.67,1.21
500,4183.56,20.28,16.59,4.76,5.1,210.33,236.82,1.78,1.25
503,4557.05,21.7,18.01,4.42,4.72,201.51,234.71,1.77,1.36
438,3189.0,16.82,15.23,4.48,4.76,233.26,247.73,1.86,1.22
479,4571.17,18.89,16.8,4.63,5.0,226.01,249.92,1.69,1.26
