sols_found,runtime_mean,fitness_mean,fitness_std,met_mean,met_std,dur_mean,dur_std,count_mean,count_std
488,1296.06,18.62,16.49,4.56,4.88,216.62,238.94,1.74,1.26
435,1452.46,20.24,17.24,4.77,5.0,217.75,233.47,1.92,1.31
536,1759.16,21.28,17.32,4.67,5.06,206.47,233.6,1.63,1.21
475,1389.02,18.73,16.26,4.63,4.87,222.4,239.27,1.71,1.24
509,1833.69,18.79,16.58,4.66,4.88,221.37,243.5,1.65,1.22
