sols_found,runtime_mean,fitness_mean,fitness_std,met_mean,met_std,dur_mean,dur_std,count_mean,count_std
477,2135.29,19.12,16.7,4.74,4.99,223.85,240.13,1.8,1.38
550,2966.23,21.77,17.66,4.68,5.07,222.12,243.85,1.59,1.27
517,3349.48,20.55,17.96,4.79,5.12,225.48,245.47,1.7,1.27
533,2749.37,19.62,16.54,4.55,4.8,205.06,234.96,1.65,1.27
424,2578.84,19.05,16.24,4.61,4.85,226.78,243.75,1.86,1.23
