sols_found,runtime_mean,fitness_mean,fitness_std,met_mean,met_std,dur_mean,dur_std,count_mean,count_std
415,536.24,18.18,16.38,4.55,4.68,227.01,239.59,1.89,1.24
423,599.22,19.11,16.39,4.63,4.97,216.82,235.93,1.84,1.23
463,558.63,20.44,17.23,4.79,4.91,212.58,233.24,1.81,1.27
520,684.64,19.69,16.93,4.71,4.89,227.69,247.85,1.68,1.5
473,514.71,20.36,16.94,4.79,5.07,233.74,244.82,1.77,1.23
