sols_found,runtime_mean,fitness_mean,fitness_std,met_mean,met_std,dur_mean,dur_std,count_mean,count_std
565,1493.14,21.0,17.1,4.49,4.77,218.06,239.55,1.64,1.27
475,1758.58,20.29,17.8,4.59,4.82,222.46,244.31,1.78,1.27
574,1550.22,19.16,16.46,4.67,5.11,218.39,243.4,1.61,1.22
454,2228.14,19.96,17.22,4.62,4.83,222.28,244.54,1.81,1.27
