sols_found,runtime_mean,fitness_mean,fitness_std,met_mean,met_std,dur_mean,dur_std,count_mean,count_std
455,740.51,19.83,16.36,4.47,4.66,227.3,250.57,1.78,1.23
567,747.26,20.57,16.97,4.6,5.01,217.78,243.35,1.58,1.2
430,618.91,20.28,17.68,4.8,5.04,219.79,238.56,1.93,1.47
443,835.39,19.79,17.34,4.58,4.92,232.27,245.36,1.74,1.23
570,1190.2,19.6,16.61,4.7,5.01,227.03,246.65,1.59,1.26
