sols_found,runtime_mean,fitness_mean,fitness_std,met_mean,met_std,dur_mean,dur_std,count_mean,count_std
466,2893.58,19.11,17.13,4.71,4.91,226.83,244.17,1.84,1.28
451,2095.82,19.93,16.47,4.78,5.1,228.32,247.39,2.03,1.29
551,3102.06,20.11,17.12,4.68,4.94,213.16,235.96,1.63,1.24
498,2848.62,19.71,16.41,4.75,5.1,202.42,226.51,1.8,1.24
429,2488.22,18.52,15.76,4.79,5.11,223.62,240.55,1.98,1.32
