sols_found,runtime_mean,fitness_mean,fitness_std,met_mean,met_std,dur_mean,dur_std,count_mean,count_std
426,4958.99,20.39,18.14,4.91,5.06,239.35,250.16,1.95,1.26
438,6445.41,19.01,16.88,4.57,4.78,232.09,247.42,1.74,1.25
473,7061.29,17.49,15.84,4.65,4.86,227.68,242.38,1.71,1.21
482,6592.31,18.26,18.98,4.64,5.01,220.93,241.85,1.69,1.23
483,7938.914,19.3,17.32,4.38,4.87,226.73,250.34,1.71,1.28
